Date,SPY,TLT,GLD,XLE,EEM
2011-04-05,101.82987213134766,59.328212738037109,142.05000305175781,23.886753082275391,35.715377807617188
2011-04-06,102.15080261230469,58.437526702880859,142.3800048828125,23.636817932128906,35.909141540527344
2011-04-07,101.89097595214844,58.321327209472656,142.50999450683594,23.636817932128906,35.873260498046875
2011-04-08,101.53945159912109,58.011486053466797,143.66000366210938,23.720125198364258,35.909141540527344
2011-04-11,101.23374176025391,58.063167572021484,142.63999938964844,23.252986907958984,35.485740661621094
2011-04-12,100.47713470458984,58.689239501953125,141.61000061035156,22.532934188842773,34.818363189697266
2011-04-13,100.46949768066406,59.057132720947266,141.89999389648438,22.625175476074219,35.105400085449219
2011-04-14,100.54587554931641,59.011920928955078,143.80999755859375,22.779901504516602,35.213050842285156
2011-04-15,100.91275024414062,59.812294006347656,145.05000305175781,22.967340469360352,35.256114959716797
2011-04-18,99.781631469726562,59.947811126708984,145.92999267578125,22.625175476074219,34.373451232910156
2011-04-19,100.35482025146484,60.206001281738281,145.92999267578125,22.854286193847656,34.868598937988281
2011-04-20,101.72287750244141,59.818706512451172,146.5,23.392829895019531,35.69384765625
2011-04-21,102.24254608154297,59.767097473144531,146.74000549316406,23.499937057495117,36.009597778320312
2011-04-25,102.13555908203125,59.992954254150391,146.8699951171875,23.377952575683594,35.715377807617188
2011-04-26,103.01442718505859,60.573898315429688,146.3800048828125,23.610040664672852,36.023948669433594
2011-04-27,103.68698120117188,59.954246520996094,149.19999694824219,23.598133087158203,35.959365844726562
2011-04-28,104.02328491210938,60.412548065185547,149.82000732421875,23.595155715942383,35.665149688720703
2011-04-29,104.26783752441406,60.599727630615234,152.3699951171875,23.946262359619141,35.880424499511719
2011-05-02,104.10736083984375,60.696933746337891,150.41000366210938,23.627893447875977,35.887603759765625
2011-05-03,103.73285675048828,61.040462493896484,149.8800048828125,23.03577995300293,35.091060638427734
2011-05-04,103.04502105712891,61.312713623046875,147.72999572753906,22.628162384033203,34.509792327880859
2011-05-05,102.11263275146484,61.896072387695312,143.47000122070312,22.158035278320312,34.179691314697266
2011-05-06,102.56351470947266,61.623870849609375,145.30000305175781,22.256214141845703,34.624610900878906
2011-05-09,102.96098327636719,61.559032440185547,147.3800048828125,22.645999908447266,34.689201354980469
2011-05-10,103.83988189697266,61.118274688720703,147.89999389648438,22.753118515014648,35.098236083984375
2011-05-11,102.7469482421875,61.468303680419922,146.53999328613281,22.095552444458008,34.323215484619141
2011-05-12,103.23606872558594,61.079334259033203,146.58999633789062,22.06281852722168,34.423679351806641
2011-05-13,102.44125366210938,61.630336761474609,145.6300048828125,21.955696105957031,33.670185089111328
2011-05-16,101.79163360595703,61.973892211914062,145.3699951171875,21.789070129394531,33.619964599609375
2011-05-17,101.7763671875,62.609066009521484,144.74000549316406,21.789070129394531,33.727607727050781
2011-05-18,102.68582916259766,61.779376983642578,145.60000610351562,22.229433059692383,34.272979736328125
2011-05-19,102.93038177490234,61.75347900390625,145.64999389648438,22.232418060302734,34.050529479980469
2011-05-20,102.11263275146484,61.785926818847656,147.49000549316406,22.205642700195312,33.777828216552734
2011-05-23,100.92803955078125,62.084091186523438,147.83000183105469,21.860483169555664,33.074573516845703
2011-05-24,100.84393310546875,62.317455291748047,148.58999633789062,22.169925689697266,33.404682159423828
2011-05-25,101.18021392822266,62.025730133056641,148.58000183105469,22.544837951660156,33.476444244384766
2011-05-26,101.64645385742188,62.557262420654297,148.22000122070312,22.657905578613281,33.906997680664062
2011-05-27,102.03620147705078,62.531299591064453,149.69999694824219,22.71442985534668,34.265811920166016
2011-05-31,103.09851837158203,62.673969268798828,149.63999938964844,22.943544387817383,34.825546264648438
2011-06-01,100.78282165527344,63.520980834960938,149.91000366210938,22.396060943603516,34.201225280761719
2011-06-02,100.67578125,62.310886383056641,149.5,22.387138366699219,34.524150848388672
2011-06-03,99.674629211425781,62.668727874755859,150.22000122070312,22.393091201782227,34.351924896240234
2011-06-06,98.619964599609375,62.193798065185547,150.47999572753906,21.887266159057617,33.799362182617188
2011-06-07,98.558853149414062,62.480033874511719,150.41999816894531,21.887266159057617,34.064872741699219
2011-06-08,98.146141052246094,62.967983245849609,149.80999755859375,21.952718734741211,33.820888519287109
2011-06-09,98.89508056640625,62.714282989501953,150.55999755859375,22.250268936157227,34.086402893066406
2011-06-10,97.519424438476562,63.195659637451172,149.24000549316406,21.81883430480957,33.347263336181641
2011-06-13,97.595840454101562,62.876895904541016,147.77000427246094,21.473682403564453,33.289863586425781
2011-06-14,98.833984375,61.927089691162109,148.66999816894531,21.931896209716797,33.792186737060547
2011-06-15,97.076171875,63.052600860595703,149.1199951171875,21.429048538208008,33.067398071289062
2011-06-16,97.290191650390625,63.338771820068359,148.97000122070312,21.461776733398438,32.816242218017578
2011-06-17,97.580482482910156,63.039585113525391,149.94000244140625,21.406539916992188,32.859283447265625
2011-06-20,98.079681396484375,63.11761474609375,150.02999877929688,21.466257095336914,32.809059143066406
2011-06-21,99.423789978027344,62.837844848632812,150.75999450683594,21.893310546875,33.411853790283203
2011-06-22,98.824729919433594,62.876895904541016,150.99000549316406,21.830598831176758,33.079174041748047
2011-06-23,98.540504455566406,63.358318328857422,148.33999633789062,21.591686248779297,33.035690307617188
2011-06-24,97.396148681640625,63.091621398925781,146.25999450683594,21.182550430297852,32.977710723876953
2011-06-27,98.264060974121094,62.226333618164062,145.72999572753906,21.29603385925293,33.361839294433594
2011-06-28,99.546676635742188,61.725399017333984,146.24000549316406,21.917207717895508,33.818466186523438
2011-06-29,100.39921569824219,61.315532684326172,147.17999267578125,22.174030303955078,34.130115509033203
2011-06-30,101.3592529296875,61.217933654785156,146,22.502532958984375,34.499748229980469
2011-07-01,102.85697174072266,61.120025634765625,144.92999267578125,22.714574813842773,34.905643463134766
2011-07-05,102.77247619628906,61.257133483886719,147.6300048828125,22.85493278503418,34.891139984130859
2011-07-06,102.89537048339844,61.570442199707031,148.91000366210938,22.813119888305664,34.659214019775391
2011-07-07,103.96294403076172,61.3876953125,149.14999389648438,23.156562805175781,35.137565612792969
2011-07-08,103.22562408447266,62.255905151367188,150.25,22.962442398071289,34.738933563232422
2011-07-11,101.3592529296875,63.189361572265625,151.58999633789062,22.418916702270508,33.767723083496094
2011-07-12,100.92150115966797,63.404792785644531,152.77000427246094,22.335302352905273,33.427078247070312
2011-07-13,101.25942230224609,63.581043243408203,154.13999938964844,22.502532958984375,33.970657348632812
2011-07-14,100.56050872802734,62.673671722412109,154.53999328613281,22.353219985961914,33.6082763671875
2011-07-15,101.14421081542969,62.778144836425781,155.19999694824219,22.953485488891602,33.818466186523438
2011-07-18,100.31474304199219,62.171031951904297,156.57000732421875,22.875839233398438,33.427078247070312
2011-07-19,101.94300842285156,63.463508605957031,154.66000366210938,23.293937683105469,33.912681579589844
2011-07-20,101.88155364990234,62.712856292724609,156.02000427246094,23.234210968017578,34.014144897460938
2011-07-21,103.29473114013672,62.229770660400391,154.83000183105469,23.691123962402344,34.557735443115234
2011-07-22,103.3638916015625,62.699771881103516,156.1199951171875,23.810581207275391,34.535999298095703
2011-07-25,102.78784942626953,62.014381408691406,157.33999633789062,23.715019226074219,34.463527679443359
2011-07-26,102.40382385253906,62.438663482666016,157.77000427246094,23.601533889770508,34.579479217529297
2011-07-27,100.30706787109375,62.445205688476562,157.19000244140625,23.156562805175781,33.970657348632812
2011-07-28,100.01517486572266,62.680198669433594,157.32000732421875,23.060993194580078,33.999652862548828
2011-07-29,99.3316650390625,63.920467376708984,158.28999328613281,22.831048965454102,34.144618988037109
2011-08-01,98.909194946289062,64.565582275390625,157.72000122070312,22.798192977905273,34.115619659423828
2011-08-02,96.382339477539062,66.504264831542969,161.52000427246094,22.162088394165039,33.064682006835938
2011-08-03,96.904617309570312,66.635269165039062,161.49000549316406,22.036655426025391,32.948715209960938
2011-08-04,92.365455627441406,69.006233215332031,160.63999938964844,20.525543212890625,31.06427001953125
2011-08-05,92.227210998535156,67.015190124511719,161.75,20.328437805175781,30.861347198486328
2011-08-08,86.221054077148438,69.130691528320312,167.1199951171875,18.599313735961914,28.288345336914062
