,realized_return,forecast_var,exception,rolling_exception_rate
2020-05-13,-0.0086156934161042663,-0.01291699971602238,0,0.075396825396825393
2020-05-14,0.010065557863193953,-0.01291699971602238,0,0.075396825396825393
2020-05-15,0.00028585573744056001,-0.01291699971602238,0,0.075396825396825393
2020-05-18,0.017643250748583528,-0.01291699971602238,0,0.075396825396825393
2020-05-19,-0.0053270056163653443,-0.01291699971602238,0,0.075396825396825393
2020-05-20,0.013209719015891764,-0.01291699971602238,0,0.075396825396825393
2020-05-21,-0.0070672640756800249,-0.01291699971602238,0,0.075396825396825393
2020-05-22,0.00046130636548400404,-0.01291699971602238,0,0.075396825396825393
2020-05-26,0.0044201979793967675,-0.01291699971602238,0,0.075396825396825393
2020-05-27,0.0073745154526830342,-0.01291699971602238,0,0.075396825396825393
2020-05-28,-0.0046472231333166475,-0.01291699971602238,0,0.075396825396825393
2020-05-29,0.0059347793813362302,-0.01291699971602238,0,0.075396825396825393
2020-06-01,0.0046842557126457237,-0.01291699971602238,0,0.075396825396825393
2020-06-02,0.0066039847070720747,-0.01291699971602238,0,0.075396825396825393
2020-06-03,0.0044950479028786471,-0.01291699971602238,0,0.075396825396825393
2020-06-04,-0.0044771869458788867,-0.01291699971602238,0,0.075396825396825393
2020-06-05,0.015490154935513185,-0.01291699971602238,0,0.075396825396825393
2020-06-08,0.012534905459277178,-0.01291699971602238,0,0.075396825396825393
2020-06-09,-0.0031324780310965313,-0.01291699971602238,0,0.075396825396825393
2020-06-10,-0.00056527408453540574,-0.01291699971602238,0,0.075396825396825393
2020-06-11,-0.034057884543257512,-0.01291699971602238,1,0.079365079365079361
2020-06-12,0.0072416256785141631,-0.014073871099258891,0,0.079365079365079361
2020-06-15,0.0029986841063958606,-0.014073871099258891,0,0.079365079365079361
2020-06-16,0.0073075773167572472,-0.014073871099258891,0,0.079365079365079361
2020-06-17,-0.0027889928058706607,-0.014073871099258891,0,0.079365079365079361
2020-06-18,0.0037903243417649391,-0.014073871099258891,0,0.079365079365079361
2020-06-19,-0.0019738859606557636,-0.014073871099258891,0,0.079365079365079361
2020-06-22,0.0052570510537613743,-0.014073871099258891,0,0.079365079365079361
2020-06-23,0.0024625613848448693,-0.014073871099258891,0,0.079365079365079361
2020-06-24,-0.014916754963850877,-0.014073871099258891,1,0.083333333333333329
2020-06-25,0.0072541352167995229,-0.014714919270634903,0,0.083333333333333329
2020-06-26,-0.010830910657254469,-0.014714919270634903,0,0.083333333333333329
2020-06-29,0.0069662449843398882,-0.014714919270634903,0,0.083333333333333329
2020-06-30,0.0065488380356021735,-0.014714919270634903,0,0.083333333333333329
2020-07-01,0.00033904963769355585,-0.014714919270634903,0,0.083333333333333329
2020-07-02,0.0061722715759457867,-0.014714919270634903,0,0.083333333333333329
2020-07-06,0.01064730476196844,-0.014714919270634903,0,0.083333333333333329
2020-07-07,-0.0045114655188357227,-0.014714919270634903,0,0.083333333333333329
2020-07-08,0.0055028983385980168,-0.014714919270634903,0,0.083333333333333329
2020-07-09,-0.0036429673181755723,-0.014714919270634903,0,0.083333333333333329
2020-07-10,0.0049894443004313057,-0.014714919270634903,0,0.083333333333333329
2020-07-13,-0.0036558994901760731,-0.014714919270634903,0,0.083333333333333329
2020-07-14,0.0098900147289945027,-0.014714919270634903,0,0.083333333333333329
2020-07-15,0.005101812417017116,-0.014714919270634903,0,0.083333333333333329
2020-07-16,-0.0034168419561130649,-0.014714919270634903,0,0.083333333333333329
2020-07-17,0.001038613047296133,-0.014714919270634903,0,0.083333333333333329
2020-07-20,0.0041935554418501171,-0.014714919270634903,0,0.083333333333333329
2020-07-21,0.0097737462240308215,-0.014714919270634903,0,0.083333333333333329
2020-07-22,0.0036415227020225151,-0.014714919270634903,0,0.083333333333333329
2020-07-23,-0.0015180896096886666,-0.014714919270634903,0,0.083333333333333329
2020-07-24,-0.001953294194316002,-0.014714919270634903,0,0.083333333333333329
2020-07-27,0.0066119453394112744,-0.014714919270634903,0,0.083333333333333329
2020-07-28,-0.0020823371031560294,-0.014714919270634903,0,0.083333333333333329
2020-07-29,0.0093174778090816934,-0.014714919270634903,0,0.083333333333333329
2020-07-30,-0.0060862319824640694,-0.014714919270634903,0,0.083333333333333329
2020-07-31,0.0032054517957901484,-0.014714919270634903,0,0.083333333333333329
2020-08-03,0.0027458792122083521,-0.014714919270634903,0,0.083333333333333329
2020-08-04,0.010884010096222443,-0.014714919270634903,0,0.079365079365079361
2020-08-05,0.0038308713533715347,-0.014714919270634903,0,0.079365079365079361
2020-08-06,0.0055733618777071949,-0.014714919270634903,0,0.079365079365079361
